"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.714059583E1,3.127296753E0,-1.003588028E1,2.227517853E0,1.074526471E1
6.715066683E1,3.050955505E0,-9.095236359E0,3.240162048E0,1.012572486E1
6.716073783E1,2.911595306E0,-8.366252289E0,4.015250244E0,9.725934357E0
6.717080783E1,2.617606659E0,-7.666158142E0,4.471202087E0,9.252755989E0
6.718084883E1,2.323767700E0,-6.963070221E0,4.757706299E0,8.747571803E0
6.719091983E1,2.055675201E0,-6.330635376E0,4.797822876E0,8.204989284E0
6.720098983E1,1.794767761E0,-5.664370880E0,4.621040497E0,7.527303904E0
6.721103083E1,1.647024994E0,-5.021757202E0,4.109554138E0,6.694712237E0
6.722110083E1,1.392404480E0,-4.520150299E0,3.653901672E0,5.976750488E0
6.723117183E1,8.732839966E-1,-4.133654022E0,3.482508087E0,5.475178818E0
6.724121283E1,1.154100037E-1,-3.907174988E0,3.315156097E0,5.125387381E0
6.725128283E1,-6.788383484E-1,-3.642525330E0,2.991080017E0,4.761866435E0
6.726135383E1,-1.524579620E0,-3.410208435E0,2.508184204E0,4.499428029E0
6.727139383E1,-2.321821747E0,-3.372187500E0,2.296823730E0,4.694454602E0
6.728146483E1,-3.030897217E0,-3.079246674E0,1.980082397E0,4.752770173E0
6.729153583E1,-3.579805756E0,-2.634820862E0,1.087787933E0,4.576087063E0
6.730160683E1,-3.682342529E0,-2.392325134E0,2.409988403E-1,4.397834296E0
6.731164683E1,-3.767814789E0,-2.433938599E0,-7.050338745E-1,4.540656136E0
6.732171783E1,-3.898792419E0,-2.677482147E0,-1.906285858E0,5.099354739E0
6.733178883E1,-4.026925964E0,-3.150797882E0,-2.876717834E0,5.866784939E0
6.734182883E1,-4.205803986E0,-3.946243744E0,-3.565884705E0,6.780646030E0
6.735189983E1,-4.286785583E0,-4.984933777E0,-4.038901062E0,7.716140045E0
6.736197083E1,-4.205953674E0,-6.187233582E0,-4.401896210E0,8.680356902E0
6.737201083E1,-4.052971802E0,-7.614365845E0,-4.737648010E0,9.841262943E0
6.738208183E1,-3.814667358E0,-8.954828339E0,-5.809568939E0,1.133541922E1
6.739215183E1,-3.573219452E0,-1.005758514E1,-8.074808350E0,1.338377548E1
6.740219283E1,-3.049608307E0,-1.109552673E1,-1.055006104E1,1.561136164E1
6.741226383E1,-2.242636414E0,-1.216654953E1,-1.148396896E1,1.688004410E1
6.742233383E1,-1.709744568E0,-1.355670868E1,-1.137260056E1,1.777761570E1
6.743240483E1,-1.879192200E0,-1.556163940E1,-1.194351334E1,1.970643284E1
6.744244483E1,-2.709066467E0,-1.803464676E1,-1.293654831E1,2.235937850E1
6.745251583E1,-3.077899475E0,-1.941552521E1,-1.233884125E1,2.320954734E1
6.746258683E1,-2.421813812E0,-1.847907257E1,-1.041459274E1,2.134959127E1
6.747262683E1,-1.624122620E0,-1.594169907E1,-8.832233276E0,1.829710054E1
6.748269783E1,-1.464404755E0,-1.310869034E1,-7.720794525E0,1.528374665E1
6.749276883E1,-1.369651794E0,-1.018841309E1,-6.106102295E0,1.195676346E1
6.750280883E1,-1.222807159E0,-7.420668640E0,-4.846471710E0,8.947059207E0
6.751287983E1,-1.202898560E0,-5.229076080E0,-5.288951569E0,7.534136334E0
6.752295083E1,-1.208586731E0,-4.515509949E0,-5.949078827E0,7.565847664E0
6.753302183E1,-8.845106506E-1,-6.200406189E0,-5.761369171E0,8.510039408E0
6.754306183E1,7.039860535E-1,-8.801247711E0,-4.590803375E0,9.951534217E0
6.755313283E1,2.003134460E0,-1.246951950E1,-3.271896057E0,1.304633159E1
6.756320383E1,2.326013031E0,-1.605845627E1,-8.219407654E-1,1.624684403E1
6.757324383E1,1.488354950E0,-1.834016144E1,1.682650909E0,1.847723021E1
6.758331483E1,-2.719844055E-1,-2.047277664E1,1.386566620E0,2.052147962E1
6.759338483E1,-2.035616913E0,-1.947285599E1,1.027463379E0,1.960590568E1
6.760342583E1,-3.066972198E0,-1.300525543E1,2.831362152E0,1.365868218E1
6.761349583E1,-3.794010315E0,-6.486012268E0,4.994813232E0,9.022806029E0
6.762356683E1,-4.946613464E0,-2.520758057E0,5.785019989E0,8.018083450E0
6.763360783E1,-6.081253967E0,-1.776805115E-1,4.224664764E0,7.406822028E0
6.764367783E1,-6.135291595E0,7.182064819E-1,1.786983948E0,6.430469278E0
6.765374883E1,-4.197271729E0,-6.391708374E-2,-2.406994629E-1,4.204653563E0
6.766381983E1,-1.096769257E0,-2.442021790E0,-1.444047089E0,3.041651725E0
6.767385983E1,1.613345032E0,-5.354664917E0,-7.322772217E-1,5.640172736E0
6.768393083E1,3.739523621E0,-8.152496796E0,1.585802307E0,9.108348361E0
6.769400183E1,5.039570160E0,-1.024903702E1,3.906875610E0,1.207077894E1
6.770404183E1,5.516628113E0,-1.176134216E1,5.375172272E0,1.405897692E1
6.771411283E1,5.752687225E0,-1.269150787E1,5.657634888E0,1.503916936E1
6.772418383E1,5.906716919E0,-1.303219940E1,5.025649109E0,1.516524563E1
6.773422383E1,5.789211273E0,-1.284688477E1,3.755540314E0,1.458291803E1
6.774429483E1,4.620292053E0,-1.217014206E1,1.939067688E0,1.316128565E1
6.775436583E1,2.902015228E0,-1.105062012E1,4.722679138E-1,1.143507474E1
6.776443583E1,1.476379852E0,-9.813293152E0,-5.035528564E-1,9.936497644E0
6.777448858E1,2.475851440E-1,-8.906179504E0,-1.030906219E0,8.969063463E0
6.778455958E1,-8.517288208E-1,-8.277935944E0,-1.298399963E0,8.422322004E0
6.779462958E1,-1.523980865E0,-7.881709900E0,-1.212328949E0,8.118719733E0
6.780467058E1,-1.780247955E0,-7.798632660E0,-6.777905273E-1,8.027910945E0
6.781474058E1,-1.839375000E0,-7.592062225E0,-3.641926575E-1,7.820188330E0
6.782481158E1,-1.386566620E0,-7.493567047E0,-2.113604736E-1,7.623699058E0
6.783485158E1,-7.250921631E-1,-7.527097321E0,1.947450256E-1,7.564448317E0
6.784492258E1,-1.035845947E-1,-7.700586548E0,8.782237244E-1,7.751196028E0
6.785499358E1,3.439846802E-1,-8.027656403E0,1.099313965E0,8.109875706E0
6.786503358E1,6.222560120E-1,-8.250093842E0,9.497749329E-1,8.327864274E0
6.787510458E1,8.047265625E-1,-8.512348480E0,7.728428650E-1,8.585158565E0
6.788517558E1,8.355624390E-1,-8.760831757E0,4.966671753E-1,8.814591082E0
6.789524658E1,8.419990540E-1,-8.768465881E0,1.282832336E-1,8.809733986E0
6.790528658E1,7.881111145E-1,-8.593928833E0,-1.627116394E-1,8.631524025E0
6.791535758E1,6.361770630E-1,-8.320297852E0,1.107696533E-2,8.344591080E0
6.792542858E1,4.833448792E-1,-8.247998199E0,6.975494385E-1,8.291542184E0
6.793546858E1,2.883004761E-1,-8.573271790E0,1.619482269E0,8.729652293E0
6.794553958E1,2.110610962E-1,-9.203910370E0,2.644700317E0,9.578671758E0
6.795561058E1,2.528242493E-1,-9.963580627E0,3.533252563E0,1.057453227E1
6.796565058E1,3.890409851E-1,-1.065918411E1,3.855233002E0,1.134162159E1
6.797572158E1,6.352789307E-1,-1.077953384E1,2.911894684E0,1.118396441E1
6.798579158E1,6.758445740E-1,-1.067564987E1,9.560618591E-1,1.073966109E1
6.799586258E1,6.939569092E-1,-1.056338333E1,-9.647438049E-1,1.063002231E1
6.800590258E1,9.566606140E-1,-1.023122406E1,-2.470612335E0,1.056868349E1
6.801597358E1,1.339863739E0,-9.773475952E0,-3.436703339E0,1.044638679E1
6.802604458E1,1.657952271E0,-9.286837921E0,-3.584895172E0,1.009185997E1
6.803608458E1,1.795216827E0,-8.828640747E0,-2.715054016E0,9.409528108E0
6.804615558E1,1.781445465E0,-8.519533539E0,-8.741821289E-1,8.747582184E0
6.805622658E1,1.332828369E0,-8.707392883E0,1.776356049E0,8.986131709E0
6.806626658E1,4.293072510E-1,-9.596843262E0,4.423750763E0,1.057607092E1
6.807633758E1,-6.433621216E-1,-1.094479019E1,5.844296722E0,1.242409559E1
6.808640858E1,-1.378483429E0,-1.228600113E1,5.552553406E0,1.355274473E1
6.809644858E1,-1.125359802E0,-1.295705566E1,4.047283630E0,1.362102166E1
6.810651958E1,2.061213684E-1,-1.288340881E1,2.201022949E0,1.307169502E1
6.811659058E1,1.914069672E0,-1.259585678E1,7.949967957E-1,1.276523759E1
6.812666158E1,3.389701080E0,-1.250873795E1,2.157014465E-1,1.296167912E1
6.813670158E1,4.350403290E0,-1.255109985E1,7.279362488E-1,1.330360881E1
6.814677258E1,4.755610657E0,-1.265947449E1,2.133962402E0,1.369057787E1
6.815684258E1,4.708309021E0,-1.333157684E1,3.634591827E0,1.459826609E1
6.816688358E1,4.001628571E0,-1.470676712E1,4.317022705E0,1.584104527E1
6.817695458E1,2.743045807E0,-1.583796478E1,4.050726471E0,1.657630278E1
6.818702458E1,1.905387726E0,-1.577883774E1,2.956651611E0,1.616613780E1
6.819706558E1,1.884580994E0,-1.465048416E1,1.421743469E0,1.483946381E1
6.820713558E1,2.132914581E0,-1.383722534E1,4.358935547E-1,1.400743135E1
6.821720658E1,2.511327667E0,-1.343725708E1,1.618135071E-1,1.367087518E1
6.822724658E1,2.953358459E0,-1.285781204E1,5.385800171E-1,1.320362545E1
6.823731758E1,3.175197144E0,-1.188214096E1,1.425186310E0,1.238136934E1
6.824738858E1,2.513423309E0,-1.084988754E1,2.597698059E0,1.143614409E1
6.825745958E1,9.669891357E-1,-1.045201492E1,4.116589508E0,1.127501632E1
6.826749958E1,-9.812095642E-1,-1.086500610E1,4.265679474E0,1.171354563E1
6.827757058E1,-2.893333282E0,-1.191177933E1,3.710334320E0,1.280735902E1
6.828764158E1,-4.314328308E0,-1.338606354E1,3.070265350E0,1.439536922E1
6.829768158E1,-5.071902924E0,-1.516885620E1,2.649490356E0,1.621228537E1
6.830775258E1,-5.273833008E0,-1.664448761E1,2.866239624E0,1.769371674E1
6.831782358E1,-5.078339539E0,-1.698218536E1,3.806733856E0,1.812940636E1
6.832786358E1,-4.595743103E0,-1.566178116E1,4.971611481E0,1.706250757E1
6.833793458E1,-4.059109039E0,-1.374965744E1,5.727240143E0,1.543796378E1
6.834800558E1,-3.591032410E0,-1.234857101E1,5.887856140E0,1.414388807E1
6.835807558E1,-3.096909943E0,-1.162093414E1,5.383554840E0,1.317647996E1
6.836811658E1,-2.465373230E0,-1.133951935E1,4.371359711E0,1.240046571E1
6.837818658E1,-1.730251923E0,-1.116228790E1,2.940934296E0,1.167216936E1
6.838825758E1,-8.803193665E-1,-1.091844498E1,1.324296112E0,1.103363780E1
6.839829858E1,1.752854919E-1,-1.063149170E1,1.002914429E-1,1.063340957E1
6.840836858E1,1.187031555E0,-1.025382706E1,-4.930746460E-1,1.033407644E1
6.841843958E1,2.101330261E0,-9.795929260E0,-2.987786865E-1,1.002322741E1
6.842847958E1,2.917582855E0,-9.266929321E0,5.233117676E-1,9.729446231E0
6.843855058E1,3.509901123E0,-8.701105957E0,1.664388885E0,9.528842591E0
6.844862158E1,3.892206116E0,-8.167615356E0,2.898572388E0,9.500575295E0
6.845866158E1,4.026177521E0,-7.752977600E0,4.080215149E0,9.641935633E0
6.846873258E1,3.807182922E0,-7.447313232E0,4.866829376E0,9.676938791E0
6.847880358E1,3.380270691E0,-7.206613770E0,5.152884521E0,9.482285107E0
6.848887458E1,2.921774139E0,-6.814129944E0,5.519172821E0,9.242856682E0
6.849891458E1,2.427951050E0,-6.457122345E0,5.194198608E0,8.635338700E0
6.850898558E1,1.944157104E0,-6.012397156E0,4.861739960E0,7.972777549E0
6.851905658E1,1.579216003E0,-5.370831299E0,4.647385712E0,7.275846753E0
6.852909658E1,1.169068909E0,-4.808600464E0,4.485422516E0,6.678950193E0
6.853916758E1,6.171665955E-1,-4.231101379E0,4.096082153E0,5.921233190E0
6.854923758E1,3.682342529E-2,-3.488345947E0,3.098257141E0,4.665737961E0
6.855927858E1,-7.295828247E-1,-2.982248383E0,2.273322601E0,3.820221481E0
6.856934958E1,-1.741179199E0,-2.736459503E0,1.902543640E0,3.760264342E0
6.857941958E1,-2.707270203E0,-2.445165253E0,1.610650635E0,3.987773882E0
6.858949058E1,-3.347039795E0,-1.992506561E0,1.100212097E0,4.047619602E0
6.859953058E1,-3.574117584E0,-1.418899384E0,4.490661621E-2,3.845726013E0
6.860960158E1,-3.547472992E0,-1.210532684E0,-9.434880066E-1,3.865245610E0
6.861967258E1,-3.356170807E0,-1.024619293E0,-2.157613220E0,4.119347277E0
6.862971258E1,-3.038231964E0,-1.047671356E0,-3.053949280E0,4.433404441E0
6.863978358E1,-2.742746429E0,-1.601819000E0,-3.557651825E0,4.769210479E0
6.864985458E1,-2.588117981E0,-2.757565613E0,-4.028273163E0,5.525351343E0
6.865989458E1,-2.520758057E0,-4.401596832E0,-4.578379211E0,6.832995833E0
6.866996558E1,-2.550396423E0,-6.395300903E0,-5.662574615E0,8.914546923E0
6.868003658E1,-2.804867249E0,-8.657845917E0,-7.766150208E0,1.196405722E1
6.869007658E1,-3.193459167E0,-1.133532806E1,-1.057460999E1,1.582751465E1
6.870014758E1,-3.512894897E0,-1.426353882E1,-1.280886383E1,1.948989386E1
6.871021858E1,-3.685186615E0,-1.660961014E1,-1.333801346E1,2.161856499E1
6.872028858E1,-3.506907349E0,-1.814586548E1,-1.334205505E1,2.279432531E1
6.873032958E1,-2.643053741E0,-1.928379913E1,-1.395712601E1,2.395103356E1
6.874040058E1,-1.247206421E0,-1.917003571E1,-1.336840027E1,2.340427137E1
6.875047058E1,-4.535568237E-1,-1.715208206E1,-1.157033936E1,2.069474295E1
6.876051158E1,-7.391629028E-1,-1.434886139E1,-9.946965179E0,1.747507657E1
6.877058158E1,-1.425335999E0,-1.181867294E1,-8.642427979E0,1.471068232E1
6.878068712E1,-1.953587494E0,-9.338779907E0,-7.268884277E0,1.199441507E1
6.879072812E1,-2.754272461E0,-7.247478790E0,-6.726861420E0,1.026463005E1
6.880079812E1,-3.844305725E0,-6.325396271E0,-6.334078217E0,9.742169745E0
6.881086912E1,-5.197940826E0,-7.804470520E0,-5.124443665E0,1.068589125E1
6.882094012E1,-5.569917297E0,-1.057954971E1,-3.017724609E0,1.233116023E1
6.883098012E1,-4.517755280E0,-1.383168686E1,-1.420545959E0,1.461997349E1
6.884105112E1,-3.032394104E0,-1.701945786E1,4.893324280E-1,1.729441545E1
6.885112212E1,-2.305355988E0,-1.902723267E1,2.197430420E0,1.929194002E1
6.886116212E1,-2.508483582E0,-1.933633987E1,1.324146423E0,1.954328256E1
6.887123312E1,-2.113005981E0,-1.532662811E1,1.495090942E0,1.554366818E1
6.888130412E1,-1.200653229E0,-8.666378174E0,4.164639587E0,9.689783368E0
6.889134412E1,-1.236279144E0,-3.788920898E0,6.162385254E0,7.338889542E0
6.890141512E1,-2.143093414E0,-8.403524780E-1,5.350323944E0,5.824517832E0
6.891148612E1,-2.717598724E0,2.233355713E-1,2.916535034E0,3.992668057E0
6.892152612E1,-1.749262390E0,-6.689588928E-1,8.720864868E-1,2.065904100E0
6.893159712E1,6.539900208E-1,-3.343896332E0,-3.170407104E-1,3.421967334E0
6.894166713E1,3.119213562E0,-6.728208618E0,1.047821045E-2,7.416090227E0
6.895173812E1,4.753365326E0,-9.434880066E0,1.834285583E0,1.072268844E1
6.896177912E1,5.521717529E0,-1.157108780E1,3.874243469E0,1.339362534E1
6.897184912E1,5.716163177E0,-1.283446060E1,5.126239929E0,1.495580945E1
6.898192012E1,5.885610809E0,-1.288146286E1,5.306315460E0,1.512380520E1
6.899196013E1,6.105054474E0,-1.235186417E1,4.541855164E0,1.450753897E1
6.900203112E1,5.955365753E0,-1.168664749E1,3.326981506E0,1.353192214E1
6.901210212E1,4.980892181E0,-1.095931000E1,2.080673218E0,1.221658559E1
6.902214212E1,3.519930267E0,-1.027972321E1,1.130598907E0,1.092432479E1
6.903221312E1,2.036215668E0,-9.616003418E0,3.438349915E-1,9.835238608E0
6.904228412E1,6.608757019E-1,-9.098828888E0,-2.963836670E-1,9.127611248E0
6.905235512E1,-5.321434021E-1,-8.732540588E0,-6.170169067E-1,8.770470432E0
6.906239512E1,-1.483714600E0,-8.331524506E0,-5.780978394E-1,8.482329085E0
6.907246612E1,-2.112556915E0,-8.109536133E0,-4.977149963E-1,8.394950460E0
6.908253712E1,-2.431693268E0,-8.137078857E0,-4.394860840E-1,8.504018609E0
6.909257712E1,-2.543660431E0,-8.074808350E0,-5.867797852E-1,8.486285924E0
6.910264812E1,-2.308948517E0,-7.977061615E0,-1.025517426E0,8.367582760E0
6.911271912E1,-1.596430206E0,-7.851622467E0,-9.428892517E-1,8.067564993E0
6.912275912E1,-7.509883118E-1,-7.857310638E0,-3.363505554E-1,7.900281363E0
6.913283012E1,-1.228944397E-1,-8.204887848E0,4.685256958E-2,8.205941921E0
6.914290012E1,1.886077881E-1,-8.787476349E0,-3.263214111E-2,8.789560759E0
6.915294112E1,2.061213684E-1,-9.292376404E0,-6.342311096E-1,9.316275777E0
6.916301112E1,2.706372070E-1,-9.565258942E0,-8.455915833E-1,9.606375396E0
6.917308212E1,4.340972900E-1,-9.532926178E0,-9.234297180E-1,9.587379434E0
6.918315312E1,6.427633667E-1,-9.054970093E0,-9.274713135E-1,9.125011297E0
6.919319313E1,8.958869934E-1,-8.214318237E0,-8.749305725E-1,8.309220247E0
6.920326412E1,1.070573730E0,-7.355104980E0,-5.525010681E-1,7.453117121E0
6.921333512E1,1.034349060E0,-6.738686829E0,4.842430115E-1,6.834783789E0
6.922337512E1,7.544311523E-1,-6.516698456E0,2.233206024E0,6.929915892E0
6.923344612E1,4.108955383E-1,-6.658603363E0,4.280199280E0,7.926281585E0
6.924351712E1,1.362167358E-2,-7.285350037E0,6.003715210E0,9.440397610E0
6.925355712E1,-4.504133606E-1,-8.210126953E0,6.461313629E0,1.045741988E1
6.926362812E1,-8.804690552E-1,-8.959319000E0,5.067412262E0,1.033069648E1
6.927369912E1,-1.201251984E0,-9.568103027E0,2.686014404E0,1.001030845E1
6.928377012E1,-1.215622101E0,-1.040606049E1,4.390370178E-1,1.048601857E1
6.929381012E1,-7.441026306E-1,-1.122081619E1,-1.330583038E0,1.132390639E1
6.930388112E1,3.906875610E-2,-1.160596527E1,-2.332299957E0,1.183805640E1
6.931395112E1,9.289682007E-1,-1.132799332E1,-2.523751831E0,1.164284062E1
6.932399212E1,1.757195892E0,-1.078626984E1,-2.119592285E0,1.113211686E1
6.933406212E1,2.532433777E0,-1.054122940E1,-1.192719727E0,1.090657226E1
6.934413312E1,3.076103210E0,-1.046623535E1,1.422042847E-1,1.090984489E1
6.935417412E1,3.267555084E0,-1.066232758E1,1.651216278E0,1.127336067E1
6.936424412E1,3.080144806E0,-1.121976837E1,3.078647919E0,1.203530504E1
6.937431512E1,2.531835022E0,-1.184412003E1,3.825295258E0,1.270142715E1
6.938435512E1,1.731898499E0,-1.248688339E1,3.724405060E0,1.314507217E1
6.939442612E1,1.124611359E0,-1.288221130E1,3.089874573E0,1.329524139E1
6.940449712E1,1.010997620E0,-1.303369629E1,2.269430695E0,1.326837107E1
6.941456812E1,1.591041412E0,-1.298819092E1,1.537901917E0,1.317534282E1
6.942460812E1,2.821183319E0,-1.282577866E1,1.487456818E0,1.321636112E1
6.943467912E1,4.178410950E0,-1.294612839E1,2.537074127E0,1.383828398E1
6.944475012E1,4.982239380E0,-1.385653519E1,3.960913239E0,1.524844616E1
6.945479012E1,4.775968323E0,-1.514191223E1,4.479135590E0,1.649697048E1
6.946486112E1,3.796405334E0,-1.575264221E1,3.804338837E0,1.664426100E1
6.947493212E1,2.775228882E0,-1.541284882E1,2.588866425E0,1.587324898E1
6.948497212E1,1.894610138E0,-1.481723740E1,1.790426788E0,1.504478979E1
6.949504312E1,1.130000153E0,-1.443867462E1,1.525028687E0,1.456289592E1
6.950511412E1,6.551875305E-1,-1.397942963E1,1.413061523E0,1.406593283E1
6.951518412E1,5.668711853E-1,-1.290960434E1,1.262324982E0,1.298355466E1
6.952522512E1,5.478607178E-1,-1.136032608E1,1.395997009E0,1.145888161E1
6.953529512E1,2.977308655E-1,-9.956994324E0,2.278711395E0,1.021875263E1
6.954536612E1,-6.367758179E-1,-9.427545319E0,2.712509308E0,9.830656180E0
6.955540613E1,-2.218536530E0,-9.829908600E0,2.275268555E0,1.033082061E1
6.956547712E1,-3.467539215E0,-1.128293701E1,1.872755585E0,1.195138943E1
6.957554812E1,-3.838767242E0,-1.334205505E1,2.494712219E0,1.410567815E1
6.958558812E1,-3.814068604E0,-1.537572601E1,4.540058899E0,1.647944794E1
6.959565912E1,-3.914659424E0,-1.681094147E1,6.798262939E0,1.855124498E1
6.960573012E1,-3.980223083E0,-1.682680847E1,7.970625000E0,1.903981413E1
6.961577012E1,-3.698508911E0,-1.510014908E1,7.839347992E0,1.741117019E1
6.962584112E1,-3.232378235E0,-1.289777893E1,6.733447723E0,1.490437146E1
6.963591212E1,-2.615361328E0,-1.146585663E1,5.154680786E0,1.284043290E1
6.964598312E1,-1.926493835E0,-1.095197525E1,3.281027069E0,1.159406223E1
6.965602312E1,-1.274000702E0,-1.084554657E1,1.362167358E0,1.100474707E1
6.966609412E1,-5.995033264E-1,-1.086770050E1,7.529342651E-2,1.088448380E1
6.967616512E1,9.939331055E-2,-1.094209579E1,-3.240760803E-1,1.094734510E1
6.968620512E1,8.039781189E-1,-1.099508560E1,7.095245361E-2,1.102466881E1
6.969627612E1,1.544787598E0,-1.099448685E1,7.940986633E-1,1.113084464E1
6.970634612E1,2.239642639E0,-1.065559158E1,1.516496429E0,1.099351593E1
6.971638712E1,2.780318298E0,-1.012240036E1,2.142494659E0,1.071370348E1
6.972645812E1,3.197051697E0,-9.659113770E0,2.927312622E0,1.058719876E1
6.973652812E1,3.572471008E0,-9.267677765E0,3.720812531E0,1.060645304E1
6.974659912E1,3.775748291E0,-8.974138184E0,4.360432434E0,1.066793337E1
6.975663913E1,3.645818481E0,-8.767717438E0,5.041516113E0,1.075089513E1
6.976671012E1,3.326682129E0,-8.554411011E0,5.552104340E0,1.072709767E1
6.977678775E1,2.855911102E0,-8.078400879E0,5.362149353E0,1.010788972E1
6.978682775E1,2.392624512E0,-7.268734589E0,5.436394958E0,9.386881523E0
6.979689875E1,2.093845825E0,-6.416856079E0,5.515131226E0,8.716473181E0
6.980696975E1,1.944606171E0,-5.580395508E0,5.002597046E0,7.742627744E0
6.981700975E1,1.678759003E0,-4.779560852E0,4.457281036E0,6.747576451E0
6.982708075E1,1.126557312E0,-4.089795227E0,3.809877319E0,5.701817391E0
6.983715175E1,3.905378723E-1,-3.494632874E0,3.138373718E0,4.713212105E0
6.984719175E1,-6.069877625E-1,-3.012335815E0,2.381547546E0,3.887720402E0
6.985726275E1,-1.796564026E0,-2.716700592E0,1.460063782E0,3.569298342E0
6.986733375E1,-2.791994019E0,-2.481090546E0,7.173083496E-1,3.803363270E0
6.987740375E1,-3.454067230E0,-2.162403259E0,3.342549133E-1,4.088801124E0
6.988744475E1,-3.855083313E0,-1.908531189E0,1.121168518E-1,4.303106882E0
6.989751575E1,-4.063599701E0,-1.763482819E0,-3.957769775E-1,4.447398520E0
6.990758575E1,-4.127516785E0,-1.806593170E0,-1.097218323E0,4.637247216E0
6.991762675E1,-4.077071686E0,-2.009571075E0,-1.715732117E0,4.858459235E0
6.992769675E1,-3.968697052E0,-2.356250153E0,-2.198927307E0,5.112509401E0
6.993776775E1,-3.821403351E0,-2.855462036E0,-2.564766541E0,5.416162333E0
6.994780875E1,-3.601510620E0,-3.547173615E0,-2.986439667E0,5.871298092E0
6.995787875E1,-3.356919250E0,-4.515210571E0,-3.491190033E0,6.621513513E0
6.996794975E1,-3.045117645E0,-5.644013214E0,-4.441563721E0,7.800968845E0
6.997802075E1,-2.798580322E0,-7.018604736E0,-6.708150330E0,1.010406577E1
6.998806075E1,-2.638413391E0,-8.662635956E0,-1.009934830E1,1.356463501E1
6.999813175E1,-2.433489532E0,-1.058254349E1,-1.228255829E1,1.639430804E1
7.000820275E1,-2.385888519E0,-1.262534546E1,-1.214454529E1,1.767998281E1
7.001824275E1,-2.660866699E0,-1.490181152E1,-1.225636276E1,1.947723354E1
7.002831375E1,-3.284320221E0,-1.805814789E1,-1.418510193E1,2.319699509E1
7.003838475E1,-3.984264679E0,-2.142734161E1,-1.450678299E1,2.618113990E1
7.004842475E1,-3.595822449E0,-2.344559464E1,-1.171927963E1,2.645689630E1
7.005849575E1,-1.237177277E0,-2.175515991E1,-9.298513641E0,2.369134750E1
7.006856675E1,7.210505676E-1,-1.721659790E1,-8.221952362E0,1.909271217E1
7.007860675E1,1.476080475E0,-1.301393738E1,-7.285948792E0,1.498754247E1
7.008867775E1,1.604962463E0,-9.222920837E0,-6.226152649E0,1.124291555E1
